Job_Role,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Skill_11,Skill_12,Skill_13,Skill_14,Skill_15,Skill_16,Skill_17,Skill_18
Computer Vision Engineer,GitHub,CI/CD,GitLab,Bitbucket,ROS,Mocha,Jupyter,Storybook,Jest,Emacs,Linux CLI,FastAPI,Spark,DSA,Scrum,Shell Scripting,Apache,
Network Engineer,TensorRT,Agile,Snowflake,Storybook,CI,R,DSA,Mocha,Nginx,Android,Webpack,,,,,,,
AR/VR Developer,GraphQL,AR,VSCode,Communication,BigQuery,Matlab,VR,Hadoop,Athena,LLVM,,,,,,,,
IoT Engineer,iOS,Agile,Linux CLI,Analytics,PySpark,CI/CD,ElasticSearch,Matlab,Communication,JIRA,Nginx,GraphQL,LLVM,VR,Athena,,,
Software Engineer,Security,Nginx,ROS,Math,LLVM,LESS,Django,Agile,Linux CLI,CI/CD,Snowflake,DSA,GraphQL,Kafka,Apache,NoSQL,R,
Information Security Analyst,GitHub,BigQuery,Cloud Computing,ElasticSearch,System Design,Redux,Next.js,Babel,CI/CD,Kafka,SASS,Mocha,Simulink,FastAPI,Security,CD,AR,Hadoop
Integration Engineer,Redux,Emacs,ROS,Shell Scripting,DSA,Apache,API Management,Nuxt.js,Computer Vision,OOP,Looker,Spark,LLVM,Superset,Django,SASS,Analytics,
IT Support Specialist,Athena,Airflow,GraphQL,Debugging,Functional Programming,Testing,OpenGL,JIRA,Confluence,FastAPI,FPGA,Nuxt.js,Storybook,Communication,ROS,Math,,
Digital Forensics Analyst,Simulink,BigQuery,Bitbucket,Snowflake,SASS,OOP,Linux CLI,AR,Flask,CI/CD,,,,,,,,
Site Reliability Engineer,NoSQL,R,Communication,Linux CLI,OpenGL,Simulink,Scrum,Webpack,,,,,,,,,,
Streaming Engineer,Jest,Apache,Agile,Communication,Matlab,Confluence,RESTful API,Django,Mocha,Hadoop,Shell Scripting,Leadership,Verilog,ROS,Android,Superset,GitHub,Cloud Computing
Cloud Engineer,Communication,LESS,Security,Agile,Looker,Nginx,iOS,Next.js,TensorRT,GraphQL,Hadoop,Cloud Computing,,,,,,
Machine Learning Engineer,Shell Scripting,Jupyter,GraphQL,Webpack,DSA,Communication,Nuxt.js,FPGA,System Design,Hadoop,,,,,,,,
BI Developer,Snowflake,Redux,Spark,VR,Hadoop,Analytics,FPGA,GitHub,Looker,,,,,,,,,
Realtime System Engineer,ETL,Apache,Computer Vision,Scrum,Redux,CI,Emacs,OOP,NoSQL,API Management,,,,,,,,
IoT Engineer,Nuxt.js,LESS,SASS,GraphQL,Nginx,GitLab,LLVM,DSA,Emacs,Android,,,,,,,,
AI Researcher,GitLab,Linux CLI,Communication,Next.js,Agile,Android,Leadership,Debugging,Vulkan,R,Simulink,Functional Programming,VR,ElasticSearch,VSCode,FPGA,,
Information Security Analyst,Airflow,Computer Vision,Verilog,Swift,Mocha,SASS,Snowflake,VSCode,Storybook,ETL,ElasticSearch,Hibernate,LLVM,Android,CD,,,
Database Administrator,Emacs,ROS,DSA,OpenGL,Jest,Verilog,GraphQL,Storybook,Spark,API Management,Chai,RESTful API,Mocha,Security,AR,FPGA,Nuxt.js,
Technical Writer,FPGA,Agile,BigQuery,Communication,Kotlin,Kafka,Swift,Testing,Athena,Vulkan,AR,Redux,Webpack,PySpark,System Design,,,
Security Engineer,Next.js,Spark,Snowflake,Vulkan,CI,Django,Apache,Kafka,Jest,Leadership,Shell Scripting,Cloud Computing,CI/CD,GitLab,Linux CLI,Redux,Athena,
Machine Learning Engineer,FastAPI,GitLab,Emacs,Webpack,OpenGL,Xamarin,Nginx,CI/CD,,,,,,,,,,
BI Developer,Computer Vision,DSA,Redis,Matlab,Jupyter,Analytics,Spring Boot,FPGA,Superset,Redux,Looker,Kafka,Security,Agile,Athena,BigQuery,,
BI Developer,OpenGL,R,Shell Scripting,Math,Matlab,Spark,Testing,Leadership,FPGA,Kotlin,Hadoop,Verilog,,,,,,
Site Admin,ETL,Babel,FPGA,Xamarin,Linux CLI,MongoDB,Redux,Security,Kafka,NoSQL,,,,,,,,
Integration Engineer,VR,Kotlin,Athena,TensorRT,ETL,System Design,Spark,Swift,VSCode,Analytics,,,,,,,,
Streaming Engineer,TensorRT,GitLab,Chai,Bitbucket,NoSQL,Android,Babel,AR,Analytics,Mocha,VSCode,Confluence,Athena,Testing,Linux CLI,VR,GitHub,
System Administrator,Math,Looker,Analytics,Apache,Athena,SQL,FastAPI,Spring Boot,Jest,BigQuery,LESS,Redux,Kotlin,Matlab,ETL,Functional Programming,Agile,
Backend Developer,Flask,SASS,MongoDB,Communication,Webpack,VSCode,Nginx,ROS,Next.js,TensorRT,PySpark,Jupyter,Chai,GitHub,DSA,Scrum,Jest,
Backend Developer,Verilog,VSCode,PySpark,Vulkan,Matlab,Functional Programming,Xamarin,FastAPI,CI,GitLab,GraphQL,Flask,,,,,,
Information Security Analyst,Simulink,Chai,Security,iOS,Flask,Looker,Kafka,VSCode,Nuxt.js,NoSQL,System Design,FastAPI,Hadoop,Communication,Hibernate,,,
Data Engineer,Django,Apache,TensorRT,RESTful API,Webpack,Athena,Math,iOS,Functional Programming,,,,,,,,,
Data Analyst,ElasticSearch,Kotlin,Nuxt.js,Hibernate,Chai,Kafka,ETL,Jupyter,Computer Vision,Mocha,JIRA,Communication,Airflow,iOS,GitLab,,,
Computer Vision Engineer,Webpack,Xamarin,Math,Mocha,FPGA,SQL,Functional Programming,Debugging,ElasticSearch,Emacs,Redis,Testing,Hibernate,Next.js,Android,,,
Game Designer,MongoDB,Communication,Xamarin,R,Agile,Analytics,Hibernate,Webpack,Mocha,TensorRT,Django,Next.js,Security,Debugging,Linux CLI,,,
Web3 Developer,Nuxt.js,Cloud Computing,Snowflake,R,Superset,FPGA,Testing,JIRA,GitHub,,,,,,,,,
NLP Engineer,Kafka,Functional Programming,FPGA,Confluence,Math,Superset,FastAPI,System Design,Security,,,,,,,,,
NLP Engineer,LLVM,FPGA,Looker,iOS,Security,Mocha,Superset,Math,ElasticSearch,Nuxt.js,Hadoop,Kotlin,,,,,,
DevOps Engineer,OOP,Hibernate,Superset,Vulkan,Simulink,Nginx,Next.js,NoSQL,FastAPI,Spark,Flask,Airflow,FPGA,Kafka,LESS,VR,Communication,
Embedded Systems Engineer,Next.js,Linux CLI,Functional Programming,CI,Kafka,System Design,Hadoop,Matlab,API Management,BigQuery,,,,,,,,
Platform Engineer,Next.js,R,Debugging,SASS,GitLab,Athena,Swift,Flask,iOS,PySpark,Confluence,Mocha,RESTful API,MongoDB,Nuxt.js,,,
Information Security Analyst,BigQuery,Communication,VR,Jupyter,Confluence,NoSQL,Hibernate,GraphQL,Webpack,Airflow,R,Emacs,,,,,,
AR/VR Developer,Superset,Looker,Matlab,Redis,Snowflake,Chai,Jest,Kotlin,Nuxt.js,Debugging,iOS,Hadoop,GitHub,DSA,TensorRT,,,
Infrastructure Engineer,Linux CLI,Webpack,Kotlin,CI/CD,Next.js,Bitbucket,DSA,Scrum,Hadoop,GitLab,R,SQL,Kafka,GitHub,TensorRT,,,
AI Researcher,CI/CD,Swift,Scrum,Webpack,iOS,DSA,SQL,Mocha,Communication,Cloud Computing,,,,,,,,
Embedded Systems Engineer,CD,ROS,DSA,Vulkan,TensorRT,CI,Confluence,Airflow,GraphQL,,,,,,,,,
Digital Forensics Analyst,Nuxt.js,ROS,Agile,Django,CI/CD,Functional Programming,Leadership,Webpack,Snowflake,Superset,Cloud Computing,Apache,Kotlin,DSA,,,,
Cybersecurity Analyst,GraphQL,NoSQL,Cloud Computing,Next.js,Testing,LESS,Spring Boot,Kotlin,Functional Programming,System Design,Snowflake,Bitbucket,Chai,VR,Verilog,Linux CLI,,
Data Scientist,Confluence,Kafka,Analytics,AR,LLVM,R,SQL,Webpack,,,,,,,,,,
Business Intelligence Analyst,CI/CD,Matlab,iOS,Looker,GitHub,Leadership,Django,DSA,Storybook,CI,Security,Mocha,Apache,Spring Boot,Hibernate,API Management,,
Tech Evangelist,Hadoop,LESS,Cloud Computing,Security,Jest,Babel,Jupyter,SASS,Confluence,TensorRT,Shell Scripting,Functional Programming,Redis,Communication,Computer Vision,Android,Spring Boot,
Embedded Systems Engineer,Math,Emacs,Django,Analytics,FastAPI,LLVM,GitLab,VR,Jupyter,Cloud Computing,VSCode,Superset,RESTful API,,,,,
Web3 Developer,Next.js,Redis,VSCode,Jest,Bitbucket,ROS,Athena,Nginx,BigQuery,NoSQL,SQL,TensorRT,,,,,,
BI Developer,System Design,Testing,Babel,Matlab,GraphQL,VSCode,Shell Scripting,VR,Cloud Computing,DSA,Django,RESTful API,,,,,,
Database Administrator,API Management,Confluence,Looker,Shell Scripting,SASS,CD,Verilog,Chai,CI,,,,,,,,,
Data Analyst,OpenGL,LLVM,CD,Mocha,NoSQL,Linux CLI,FPGA,iOS,Shell Scripting,,,,,,,,,
Research Engineer,Verilog,SASS,Superset,Cloud Computing,Leadership,Apache,OOP,Bitbucket,NoSQL,Scrum,Nginx,GraphQL,Communication,,,,,
Cybersecurity Analyst,Debugging,Storybook,ROS,Math,Spring Boot,Apache,LESS,CI,Cloud Computing,FPGA,Computer Vision,Flask,TensorRT,PySpark,SQL,Testing,Chai,
Test Engineer,NoSQL,Hadoop,CI,GitHub,R,Cloud Computing,ElasticSearch,Computer Vision,GraphQL,Storybook,MongoDB,,,,,,,
Technical Lead,Django,Math,GitLab,Linux CLI,Hibernate,Apache,SASS,Babel,Flask,Matlab,,,,,,,,
Embedded Systems Engineer,FastAPI,Analytics,Android,Jupyter,BigQuery,Nginx,Verilog,Kafka,Leadership,Athena,Redux,TensorRT,VSCode,OpenGL,CD,Agile,,
Tech Evangelist,NoSQL,Webpack,Athena,LESS,LLVM,Superset,Redux,Leadership,OOP,Swift,Hibernate,ElasticSearch,Spring Boot,Agile,CD,Looker,,
Robotics Engineer,Airflow,OOP,GitLab,ROS,Verilog,LLVM,Analytics,Security,Cloud Computing,ElasticSearch,Redis,,,,,,,
Machine Learning Engineer,Athena,JIRA,Computer Vision,ETL,ElasticSearch,Functional Programming,Kafka,Nuxt.js,RESTful API,Agile,,,,,,,,
Linux Administrator,Babel,R,Functional Programming,ETL,ElasticSearch,Android,Nginx,TensorRT,Django,Scrum,,,,,,,,
Integration Engineer,Django,Analytics,Scrum,ROS,Verilog,Emacs,OOP,DSA,GraphQL,FPGA,Mocha,Security,,,,,,
Cybersecurity Analyst,MongoDB,Linux CLI,Spark,Hadoop,Next.js,Matlab,FPGA,Debugging,Communication,Agile,Scrum,Analytics,R,Bitbucket,Jupyter,Swift,CI,LLVM
Cloud Security Engineer,Redis,CI/CD,AR,TensorRT,OOP,System Design,Hibernate,Redux,CD,API Management,Looker,Scrum,Jupyter,Jest,Linux CLI,Apache,,
Realtime System Engineer,MongoDB,VSCode,GitHub,Babel,SQL,Android,Functional Programming,Vulkan,Looker,BigQuery,Confluence,Storybook,Redis,,,,,
Technical Writer,OOP,CI/CD,DSA,CD,Airflow,ETL,API Management,Flask,Jupyter,CI,Android,Snowflake,FPGA,,,,,
Site Admin,Jest,VSCode,LLVM,Kafka,VR,Apache,Redis,Agile,Hadoop,Chai,ElasticSearch,CD,Debugging,,,,,
Cloud Security Engineer,System Design,Simulink,Scrum,Math,Jupyter,GraphQL,VSCode,CD,Hadoop,RESTful API,,,,,,,,
IT Support Specialist,Shell Scripting,Apache,Nuxt.js,ETL,Testing,RESTful API,Babel,Redis,DSA,ROS,TensorRT,Security,Communication,,,,,
Network Engineer,FPGA,Security,Snowflake,System Design,Android,CI,Swift,Analytics,SQL,MongoDB,Jupyter,Redis,Leadership,Linux CLI,Mocha,iOS,Kotlin,BigQuery
Platform Engineer,VR,Scrum,Kotlin,Leadership,Airflow,Swift,Next.js,iOS,ElasticSearch,,,,,,,,,
Game Designer,Math,Looker,Communication,DSA,Spark,Functional Programming,Android,LLVM,Shell Scripting,SQL,Computer Vision,Hibernate,Vulkan,Redux,Debugging,,,
System Administrator,R,Math,Flask,Mocha,Analytics,Jupyter,DSA,JIRA,Hibernate,Kotlin,CI/CD,GraphQL,Next.js,Apache,Nuxt.js,,,
Compliance Engineer,Spring Boot,Looker,Math,Hadoop,Apache,Scrum,MongoDB,Chai,TensorRT,Communication,SQL,Jest,Spark,,,,,
Software Engineer,Shell Scripting,Django,OpenGL,Math,CI,FastAPI,Storybook,Spark,Spring Boot,Hibernate,Confluence,System Design,Kafka,API Management,Athena,,,
Embedded Systems Engineer,Testing,Security,LESS,GitLab,Flask,API Management,Hadoop,RESTful API,Jest,Matlab,BigQuery,VR,CD,TensorRT,Functional Programming,Nginx,,
Cloud Security Engineer,FPGA,Babel,LESS,Jest,JIRA,FastAPI,Nginx,CD,VSCode,SQL,iOS,CI,LLVM,Math,Linux CLI,GraphQL,Shell Scripting,
Game Designer,Spark,Superset,BigQuery,CI,Verilog,Matlab,Looker,Redux,Communication,VSCode,NoSQL,Vulkan,FPGA,GitLab,Athena,CD,DSA,
Blockchain Developer,Security,AR,Spring Boot,Jest,Confluence,Mocha,Apache,Leadership,DSA,MongoDB,LLVM,GraphQL,,,,,,
Compliance Engineer,Bitbucket,Redis,Jupyter,LESS,Agile,ETL,Shell Scripting,MongoDB,VSCode,LLVM,CD,Functional Programming,,,,,,
Platform Engineer,VR,LLVM,PySpark,DSA,Scrum,Nuxt.js,Storybook,Functional Programming,Agile,OpenGL,,,,,,,,
DevOps Engineer,GitLab,Flask,Analytics,Shell Scripting,Django,Vulkan,Hadoop,Kotlin,MongoDB,Storybook,Leadership,R,,,,,,
Digital Forensics Analyst,GitHub,Testing,Shell Scripting,Verilog,Babel,OOP,Looker,JIRA,,,,,,,,,,
UI/UX Designer,Cloud Computing,GitHub,System Design,Verilog,Android,Matlab,JIRA,Bitbucket,,,,,,,,,,
Scrum Master,Nginx,Vulkan,Django,System Design,iOS,VR,Nuxt.js,ETL,Xamarin,VSCode,API Management,Superset,OOP,GitLab,Simulink,,,
Database Administrator,Testing,Scrum,Storybook,Django,ETL,CI,PySpark,Jupyter,Android,Functional Programming,Agile,Cloud Computing,Security,GitLab,VR,Debugging,,
Security Engineer,Agile,MongoDB,Emacs,Kotlin,Redux,FPGA,Webpack,Bitbucket,BigQuery,SASS,Matlab,Django,Athena,Verilog,,,,
Software Engineer,iOS,Babel,Jest,ETL,Storybook,Django,SASS,FastAPI,API Management,Debugging,TensorRT,Jupyter,Superset,Redux,Hadoop,Athena,Agile,
Test Engineer,LESS,VSCode,ElasticSearch,Leadership,Jest,Confluence,Snowflake,CD,GraphQL,Computer Vision,Apache,PySpark,,,,,,
AI Researcher,Functional Programming,GraphQL,Redis,Debugging,Webpack,Communication,Next.js,VR,Scrum,System Design,FastAPI,Spark,Computer Vision,,,,,
Web Developer,Kafka,ElasticSearch,Hadoop,VSCode,Leadership,Testing,ETL,FPGA,PySpark,Spring Boot,,,,,,,,
Data Analyst,Hibernate,CD,Computer Vision,Nuxt.js,Apache,AR,Airflow,iOS,Vulkan,,,,,,,,,
Software Engineer,Cloud Computing,Bitbucket,PySpark,Snowflake,Athena,Xamarin,AR,Verilog,Leadership,LESS,Hadoop,Redis,,,,,,
DevOps Engineer,Vulkan,R,AR,Mocha,SASS,Xamarin,Security,GitHub,Computer Vision,Django,CI,,,,,,,
System Administrator,Math,Jest,DSA,Chai,Android,Functional Programming,CD,Simulink,Testing,GraphQL,Agile,Linux CLI,Webpack,Airflow,CI,,,
Mobile Developer,OpenGL,Xamarin,Looker,LLVM,JIRA,LESS,ROS,FPGA,Babel,Snowflake,Linux CLI,,,,,,,
Data Analyst,Functional Programming,Computer Vision,Next.js,Storybook,Nuxt.js,ETL,Babel,GitLab,Django,PySpark,Kotlin,GraphQL,VSCode,,,,,
Compliance Engineer,Nginx,NoSQL,Bitbucket,Nuxt.js,Emacs,JIRA,Android,Agile,Xamarin,Redis,Jest,Testing,FastAPI,,,,,
Data Governance Specialist,Vulkan,Spark,SQL,Apache,Leadership,System Design,VR,Linux CLI,BigQuery,OOP,,,,,,,,
Database Administrator,System Design,Snowflake,CD,Computer Vision,Verilog,Shell Scripting,Superset,Swift,Next.js,,,,,,,,,
Fullstack Developer,API Management,Computer Vision,Spring Boot,Apache,Android,Testing,LLVM,OOP,Hadoop,Swift,Linux CLI,FastAPI,SQL,Redis,CD,Math,Hibernate,
Database Administrator,Simulink,CD,Apache,Spring Boot,Jupyter,Athena,DSA,NoSQL,Kotlin,SASS,VSCode,Redis,Looker,Storybook,BigQuery,,,
IT Support Specialist,Kotlin,LESS,Bitbucket,API Management,Jupyter,LLVM,VSCode,Android,Mocha,Next.js,Communication,Cloud Computing,Computer Vision,OpenGL,Scrum,,,
Cloud Engineer,Babel,Spark,OOP,Jupyter,Linux CLI,Mocha,Storybook,Hibernate,PySpark,GitLab,Functional Programming,Shell Scripting,Kotlin,Hadoop,Simulink,Xamarin,Verilog,
IT Support Specialist,ETL,Nuxt.js,Simulink,Looker,CI/CD,Apache,Analytics,Communication,Functional Programming,OpenGL,Xamarin,Kafka,LLVM,API Management,,,,
Cloud Engineer,Scrum,API Management,MongoDB,Django,Looker,OpenGL,Hibernate,Functional Programming,DSA,ROS,NoSQL,Vulkan,iOS,Spring Boot,,,,
Scrum Master,Spring Boot,Scrum,OpenGL,Looker,Jupyter,PySpark,Confluence,Next.js,CI,Bitbucket,Chai,,,,,,,
Data Engineer,Redis,System Design,Hadoop,Swift,Chai,Superset,Mocha,ElasticSearch,,,,,,,,,,
Product Manager,Athena,Hadoop,Spark,Matlab,PySpark,DSA,R,Spring Boot,Analytics,Android,Shell Scripting,Django,Computer Vision,JIRA,Chai,,,
Automation Engineer,OOP,Verilog,Bitbucket,LLVM,NoSQL,Hadoop,Jest,Webpack,Linux CLI,,,,,,,,,
Technical Writer,Debugging,Hibernate,PySpark,Swift,BigQuery,Confluence,Kotlin,Simulink,Flask,Apache,Matlab,,,,,,,
Data Engineer,GraphQL,LLVM,Verilog,Redux,Emacs,Flask,iOS,Snowflake,TensorRT,Django,Shell Scripting,Storybook,SQL,API Management,Spark,MongoDB,,
Ethical Hacker,Spring Boot,Jupyter,MongoDB,CD,FPGA,LESS,System Design,Redux,Bitbucket,GitLab,Babel,,,,,,,
Site Admin,Scrum,Shell Scripting,SASS,Django,AR,Simulink,Athena,Spring Boot,Kotlin,Android,PySpark,OpenGL,Leadership,,,,,
Compliance Engineer,Django,RESTful API,Jest,SASS,CI/CD,GitHub,Debugging,Storybook,JIRA,R,Babel,Spark,NoSQL,,,,,
Information Security Analyst,GraphQL,FastAPI,Superset,Snowflake,Cloud Computing,Scrum,Jupyter,TensorRT,Matlab,Swift,Mocha,JIRA,Next.js,RESTful API,PySpark,,,
IoT Engineer,Verilog,Snowflake,Testing,Communication,ETL,FastAPI,Webpack,AR,Cloud Computing,Storybook,Looker,GitLab,TensorRT,Athena,Hadoop,Simulink,,
QA Engineer,SASS,Scrum,Webpack,TensorRT,VSCode,Superset,Flask,Hadoop,CD,BigQuery,ROS,Kotlin,Emacs,,,,,
Data Analyst,Agile,Communication,TensorRT,Athena,Analytics,PySpark,VSCode,GitHub,Flask,Kotlin,Linux CLI,Emacs,GitLab,LLVM,Redis,Math,Scrum,Superset
Mobile Developer,Math,Redux,VR,Verilog,Cloud Computing,Communication,MongoDB,Kotlin,Hadoop,,,,,,,,,
BI Developer,RESTful API,ElasticSearch,Agile,VR,Airflow,GitLab,Emacs,Spark,Redux,Android,Analytics,AR,API Management,Hadoop,Flask,Kotlin,Hibernate,
Data Scientist,Webpack,Apache,SQL,Computer Vision,JIRA,Emacs,Confluence,Vulkan,Cloud Computing,Debugging,Redis,Security,,,,,,
Research Engineer,OOP,Testing,Hibernate,OpenGL,GitLab,Matlab,Communication,PySpark,Next.js,ElasticSearch,Airflow,Simulink,System Design,Snowflake,R,Confluence,FastAPI,
Automation Engineer,FastAPI,Superset,Security,NoSQL,Next.js,Functional Programming,SASS,Analytics,DSA,TensorRT,Communication,AR,MongoDB,Nuxt.js,GraphQL,,,
Technical Writer,iOS,Cloud Computing,Xamarin,Hadoop,OpenGL,Snowflake,Mocha,LESS,Analytics,Swift,Shell Scripting,Babel,Athena,,,,,
Fullstack Developer,Apache,CI/CD,Looker,AR,R,FPGA,Linux CLI,Xamarin,iOS,Flask,,,,,,,,
Computer Vision Engineer,Looker,Jupyter,Airflow,Django,Matlab,ROS,GitHub,Athena,,,,,,,,,,
BI Developer,GitLab,ROS,Testing,Next.js,Scrum,Cloud Computing,Babel,Athena,FastAPI,Functional Programming,Linux CLI,Snowflake,OpenGL,Hibernate,Airflow,Communication,Flask,
Embedded Systems Engineer,TensorRT,Analytics,Matlab,RESTful API,CI,PySpark,FPGA,DSA,Spark,OpenGL,CI/CD,Looker,Nuxt.js,Verilog,Next.js,SASS,,
BI Developer,Scrum,Jest,Cloud Computing,Spring Boot,Apache,LESS,Analytics,GitLab,Swift,Flask,VR,,,,,,,
Fullstack Developer,BigQuery,Emacs,Apache,TensorRT,PySpark,Storybook,Agile,Athena,Babel,Cloud Computing,,,,,,,,
Test Engineer,Jupyter,Math,Django,Analytics,Testing,Xamarin,DSA,BigQuery,GitLab,Debugging,ROS,Functional Programming,Shell Scripting,Vulkan,Confluence,VSCode,Nuxt.js,SASS
Streaming Engineer,GitHub,Kafka,Analytics,JIRA,SASS,Computer Vision,Chai,Vulkan,Snowflake,,,,,,,,,
Tech Evangelist,FPGA,OOP,Bitbucket,Leadership,Kafka,Webpack,Security,Cloud Computing,Hadoop,Spark,Emacs,Computer Vision,CI,Agile,Testing,,,
Platform Engineer,ETL,Vulkan,CI,NoSQL,Security,Flask,Matlab,CI/CD,ElasticSearch,Airflow,Spring Boot,TensorRT,Leadership,GraphQL,Mocha,GitHub,,
Realtime System Engineer,SQL,Debugging,CI,Math,FastAPI,Apache,Testing,Chai,Verilog,Computer Vision,GitHub,ETL,Kafka,,,,,
Computer Vision Engineer,NoSQL,VR,Analytics,Nginx,Cloud Computing,Mocha,GitLab,Communication,Spark,Matlab,Babel,FPGA,Math,Functional Programming,Confluence,,,
Cloud Engineer,DSA,ElasticSearch,VR,Swift,Agile,AR,CI/CD,Cloud Computing,Mocha,Simulink,SQL,CD,Storybook,GraphQL,FPGA,Jest,Flask,
Fullstack Developer,Math,Mocha,Django,API Management,Storybook,OOP,Spark,Hadoop,,,,,,,,,,
Ethical Hacker,DSA,VR,Next.js,Storybook,Flask,VSCode,AR,Spring Boot,Babel,,,,,,,,,
Computer Vision Engineer,Babel,Snowflake,GitHub,iOS,FastAPI,Hibernate,FPGA,System Design,ElasticSearch,Vulkan,Communication,SASS,BigQuery,CI,Mocha,Linux CLI,,
Cloud Engineer,Functional Programming,RESTful API,Shell Scripting,Leadership,AR,API Management,Chai,Vulkan,VSCode,,,,,,,,,
Data Engineer,Functional Programming,iOS,LLVM,CD,GitLab,Webpack,Scrum,Athena,Airflow,Linux CLI,BigQuery,CI/CD,Math,,,,,
Digital Forensics Analyst,Linux CLI,Looker,Agile,FPGA,Next.js,SQL,LESS,CI,FastAPI,Functional Programming,Nuxt.js,Apache,,,,,,
Fullstack Developer,RESTful API,Math,Bitbucket,Scrum,Matlab,Airflow,Redis,Debugging,Hadoop,Agile,,,,,,,,
Data Engineer,Nuxt.js,Emacs,TensorRT,Shell Scripting,SQL,Redis,Communication,ROS,iOS,,,,,,,,,
Digital Forensics Analyst,Leadership,VSCode,Superset,VR,JIRA,Verilog,Math,BigQuery,Nuxt.js,FastAPI,,,,,,,,
Automation Engineer,Kafka,Swift,Testing,Snowflake,Django,Apache,R,Redis,Nginx,,,,,,,,,
Web3 Developer,Android,API Management,Leadership,MongoDB,Verilog,Snowflake,Django,Cloud Computing,R,Kafka,Computer Vision,Confluence,Debugging,Testing,Hibernate,System Design,ElasticSearch,CI
Game Developer,GitLab,Agile,System Design,DSA,Shell Scripting,Computer Vision,R,MongoDB,Simulink,Storybook,,,,,,,,
Network Engineer,Cloud Computing,Bitbucket,GraphQL,Redux,RESTful API,Simulink,Babel,Kotlin,Agile,Flask,SQL,Math,NoSQL,,,,,
System Administrator,NoSQL,SQL,Shell Scripting,VSCode,Athena,Storybook,Bitbucket,Simulink,CD,GitLab,Analytics,RESTful API,ETL,,,,,
Compliance Engineer,ROS,Math,Verilog,FastAPI,Testing,RESTful API,OOP,Leadership,Airflow,Spring Boot,Webpack,GitHub,PySpark,Django,Bitbucket,Kafka,ETL,
Fullstack Developer,Snowflake,GitHub,Mocha,Emacs,Next.js,JIRA,R,Bitbucket,Django,Redux,FastAPI,TensorRT,,,,,,
Business Intelligence Analyst,Next.js,Apache,ROS,Linux CLI,Flask,Nuxt.js,Communication,OOP,,,,,,,,,,
NLP Engineer,GitLab,CD,Spark,Hibernate,System Design,Testing,Communication,Scrum,ETL,Matlab,Chai,Hadoop,OOP,Simulink,Functional Programming,SASS,LLVM,Verilog
Automation Engineer,Verilog,ETL,Mocha,ElasticSearch,Xamarin,Webpack,JIRA,GraphQL,Looker,,,,,,,,,
Tech Evangelist,OOP,API Management,GraphQL,JIRA,Hibernate,Computer Vision,LESS,CI/CD,Agile,MongoDB,Jupyter,Redis,R,Hadoop,,,,
Web3 Developer,Xamarin,Android,GitLab,LLVM,CI/CD,Airflow,Emacs,Redis,JIRA,Debugging,DSA,Spark,AR,OpenGL,Redux,,,
Information Security Analyst,OpenGL,Functional Programming,Xamarin,Django,Shell Scripting,Linux CLI,AR,Babel,Agile,FPGA,Nginx,Snowflake,iOS,Swift,Nuxt.js,Flask,,
Test Engineer,SQL,Snowflake,Nginx,Apache,API Management,Chai,Communication,Math,Verilog,AR,Android,Flask,Kafka,Next.js,MongoDB,LESS,JIRA,
Data Engineer,Hibernate,LLVM,Debugging,Kotlin,Vulkan,ETL,GraphQL,Verilog,,,,,,,,,,
Site Admin,Nuxt.js,Jupyter,MongoDB,CI/CD,CI,ROS,Storybook,SASS,GitHub,,,,,,,,,
IoT Engineer,JIRA,Security,VSCode,Shell Scripting,AR,R,MongoDB,FPGA,,,,,,,,,,
Digital Forensics Analyst,PySpark,Apache,Storybook,Functional Programming,Flask,VR,LLVM,GitHub,,,,,,,,,,
Machine Learning Engineer,FastAPI,Redis,Airflow,Simulink,Xamarin,GraphQL,Cloud Computing,VSCode,JIRA,CI,Django,BigQuery,VR,Nuxt.js,Apache,RESTful API,ElasticSearch,
Frontend Developer,Communication,Shell Scripting,FastAPI,Agile,SASS,CI/CD,Linux CLI,DSA,System Design,Snowflake,ElasticSearch,Storybook,Hadoop,Analytics,JIRA,,,
Research Engineer,Nuxt.js,System Design,Vulkan,AR,Bitbucket,CI/CD,GraphQL,PySpark,,,,,,,,,,
Streaming Engineer,ETL,LLVM,FPGA,Mocha,GitLab,Analytics,LESS,Hadoop,CD,Jupyter,Security,,,,,,,
Platform Engineer,API Management,Django,CD,Analytics,Spring Boot,TensorRT,Scrum,Kotlin,Nuxt.js,Spark,Swift,Kafka,ROS,Looker,GraphQL,,,
Test Engineer,Android,Emacs,Simulink,Mocha,Kafka,Shell Scripting,OpenGL,JIRA,,,,,,,,,,
Data Scientist,Redis,FPGA,Spring Boot,Chai,GraphQL,Linux CLI,Swift,iOS,OpenGL,Xamarin,ROS,Bitbucket,RESTful API,NoSQL,MongoDB,Testing,,
Computer Vision Engineer,Apache,R,AR,Spark,VSCode,RESTful API,ElasticSearch,FastAPI,Looker,Security,OOP,FPGA,Cloud Computing,CD,,,,
Game Developer,MongoDB,SQL,Confluence,CI,Xamarin,Emacs,Verilog,FPGA,,,,,,,,,,
